Annales_sancti_Amandi	2017-06-01	22
L-FABP	2017-01-01	1
Alvord,_TX	2017-06-01	12
2006_World_Team_Table_Tennis_Championships	2016-05-01	119
Angriffen	2015-12-01	9
Anthony_Oppenheimer	2017-03-01	452
Absamat_Masaliyevich_Masaliyev	2016-09-01	1
Airborne_Museum_at_Aldershot	2016-03-01	41
Aktiubinsk_Oblast	2015-08-01	7
100_East_Wisconsin	2015-05-01	782
7th_Bangladesh_National_Film_Awards	2017-08-01	91
Alejandro_Reyes	2017-12-01	35
Applied_philosophy	2018-03-01	539
Adhemar_Pimenta	2016-06-01	146
Break_the_fourth_wall	2016-04-01	66
Annoushka_Ducas	2017-10-01	411
ATC_code_J01CA01	2015-06-01	1
Evelyn_County,_New_South_Wales	2016-11-01	7
Elastic_scattering	2016-11-01	1374
1032_Pafuri	2015-07-01	35
Andrew_Bromwich	2015-08-01	26
Ishita_Arun	2017-01-01	249
Aspergics	2016-07-01	1
1857_in_Chile	2018-03-01	22
Breffni	2015-07-01	38
845_in_poetry	2017-08-01	2
20321_Lightdonovan	2015-10-01	12
Arthur_Chandler	2017-12-01	27
CsISOLatin2	2017-06-01	1
1900_Grand_National	2016-06-01	69
Aeritalia_AMX	2017-03-01	3
B_Sharps	2015-06-01	11
544_area_code	2015-09-01	2
30th_Guldbagge_Awards	2015-06-01	37
Agrippina	2017-08-01	315
Ardmore	2016-02-01	433
Amplypterus_panopus	2016-03-01	23
Alexander_Bukharov	2017-09-01	5
Alaska_Raceway_Park	2017-01-01	46
Albanian_National_Road_Race_Championships	2017-03-01	31
1968_Democratic_National_Convention_protest_activity	2017-10-01	2802
2012_Birthday_Honours	2017-10-01	427
2000_NHL_expansion_draft	2017-06-01	1
A_Town_Where_You_Live	2016-11-01	2920
Ahmed_Shahzad	2018-03-01	25
Elisabeth_Svendsen	2016-11-01	39
2002_FINA_Synchronised_Swimming_World_Cup	2016-08-01	30
Akatek	2017-04-01	10
Animation_with_DAZ_Studio	2018-02-01	78
Fergus_Craig	2016-11-01	119
Ancel_Nalau	2015-11-01	5
5171_Augustesen	2017-04-01	20
Anne_McGuire	2017-11-01	329
Australian_Photoplay_Company	2015-12-01	6
1913_in_Canada	2017-04-01	137
Arhopala_allata	2015-05-01	26
Il_Paradiso_delle_Signore	2017-01-01	31
Geri_Palast	2017-01-01	38
Alan_Abela_Wadge	2017-03-01	77
22nd_Tactical_Air_Support_Squadron	2017-10-01	7
Avant_Stellar	2017-06-01	22
Black_phantom_tetra	2016-11-01	205
Billy_McCaffrey	2017-01-01	314
Annie_Furuhjelm	2017-11-01	97
1992_PGA_Tour	2017-12-01	307
2008_Chilean_pork_crisis	2016-01-01	55
2012_Currie_Cup_First_Division	2018-02-01	32
Aleksei_Fomkin	2015-05-01	144
Alexander_Krausnick-Groh	2016-05-01	101
Adam_Richard_Wiles	2017-08-01	5
ATCvet_code_QA01AD01	2015-09-01	2
Abu_Bakr_Ibn_Bajja	2017-03-01	5
Architecture-Studio	2016-04-01	94
950s_BC	2016-02-01	257
Abschwunges	2017-07-01	1
Adonis_Geroskipou	2017-06-01	15
2008-09_SV_Werder_Bremen_season	2016-03-01	3
Closed_loops	2016-04-01	1
AFC_Youth_Championship_1982	2015-12-01	10
Aquila_Shoes	2015-08-01	209
9842_Funakoshi	2017-12-01	11
Educational_quotient	2016-04-01	21
Antoni_Julian_Nowowiejski	2018-01-01	211
Adi_Oka_Idhile	2017-11-01	16
DEXIA-BIL_Luxembourg_Open	2016-11-01	3
Andrew_James_Simpson	2016-03-01	43
Alexander_Boksenberg	2017-12-01	61
1827_in_Denmark	2017-03-01	39
Afternoon_tea_with_suggs	2017-11-01	3
Alpha,_MN	2017-06-01	6
Ari_Onasis	2015-06-01	4
1961-62_Football_League_First_Division	2015-11-01	1
Andi_Lila	2015-06-01	2847
A_Gathering_Of_Old_Men	2018-02-01	1
Abul_Fazl_al-Abbas	2017-01-01	1
Asgill,_Charles	2017-08-01	1
Alexander_Arkhangelsky	2015-07-01	12
1947-48_Portuguese_Liga	2015-06-01	1
3rd_MMC_-_Varna	2016-07-01	3
Alberts,_Wayne	2017-05-01	3
Alois_Schickelgruber	2018-02-01	9
Hefner_Stadium	2017-01-01	2
410912_Lisakaroline	2018-02-01	26
Academy_at_Mountain_State	2018-03-01	1
617_Squadron	2016-05-01	489
Al_Silm_Haji_Hajjaj_Awwad_Al_Hajjaji	2015-07-01	5
Arturo_Merino_Benitez_Airport	2017-10-01	13
AEK_Athens_Futsal	2015-06-01	10
Aggaeus	2018-02-01	2
Association_for_Retarded_Citizens_of_the_United_States	2017-08-01	3
Kielce_pogrom	2017-01-01	335
1351_in_poetry	2016-01-01	17
1923_Princeton_Tigers_football_team	2017-11-01	41
Auzata_semipavonaria	2017-01-01	2
892_in_poetry	2016-01-01	6
Anton_Krotiak	2017-12-01	2
Arthur_Shelley	2017-12-01	23
2003_Kyoto_Purple_Sanga_season	2018-02-01	9
Frederic_Bowker_Terrington_Carter	2016-04-01	6
2-orthoplex	2016-03-01	1
Acacia_australiana	2015-09-01	4
2012_Newcastle_Knights_season	2016-06-01	103
Ann_Wrights_Corner,_Virginia	2017-07-01	19
12557_Caracol	2017-03-01	5
2001_African_Footballer_of_the_Year	2017-05-01	1
Bass_Pyramid	2017-01-01	22
A_noodle	2015-05-01	5
Aed_Bennan	2018-02-01	2
1886_Yale_Bulldogs_football_team	2017-10-01	58
2002_Players_Championship	2016-06-01	54
African_Skimmer	2017-07-01	2
3rd_Guldbagge_Awards	2016-12-01	39
Arrows_A19B	2015-10-01	1
Archduchess_Elisabetta_of_Austria-Este	2017-08-01	1526
America_Islands	2015-11-01	1
1932_Olympic_Games	2016-01-01	9
2011_Chinese_pro-democracy_protests	2015-11-01	2044
Bank_walkaway	2016-04-01	113
594_in_Ireland	2017-04-01	1
Association_of_Municipal_Corporations	2016-12-01	5
Andreas_Brantelid	2015-09-01	167
Amarthal_urf_Unchagaon	2017-05-01	82
3-methoxymorphinan	2017-04-01	146
2382_BC	2016-07-01	10
1763_in_science	2016-07-01	28
Arvert	2017-04-01	77
Ale_yeast	2017-12-01	19
A_Man_Without_a_Soul	2018-03-01	17
Air_Force_Base_Louis_Trichardt	2017-09-01	1
Athirson_Mazzoli_de_Oliveira	2017-06-01	3
Anthony_Chan_Yau	2017-07-01	181
Basic_Enlisted_Submarine_School	2017-06-01	392
Aboriginal_Lands_of_Hawaiian_Ancestry	2015-09-01	11
Fondren_Southwest,_Houston	2017-01-01	4
3_World_Financial_Center	2017-07-01	64
1971_IIHF_European_U19_Championship	2017-09-01	9
1937-38_Allsvenskan	2015-12-01	6
Christopher_Ashton_Kutcher	2017-06-01	2
Australian_rules_football_in_south_australia	2016-12-01	1
Amicable_pair	2018-01-01	7
Alan_Tomes	2015-11-01	82
Alexei_Petrovich,_Tsarevich_of_Russia	2015-12-01	3887
Alexis_Damour	2015-10-01	66
Bankruptcy_Act_of_1938	2017-06-01	76
Amphiphyllum	2016-06-01	14
Conway_High_School_West	2016-04-01	1
5447_Lallement	2015-11-01	10
Gabriel_Iddan	2017-01-01	1
1879-80_Scottish_Cup	2017-04-01	3
2011_Eneco_Tour	2016-10-01	31
1471_in_England	2015-11-01	94
Ashland_Town_Hall	2017-01-01	5
Archduke_John	2015-05-01	20
2000_Cameroonian_Premier_League	2017-09-01	18
1997_flood	2017-11-01	5
Agile_management	2015-09-01	26677
Am_841	2017-12-01	3
Apprentice_Mason	2018-01-01	4
Hales-Jewett_theorem	2017-01-01	2
Alien_Abductions	2017-10-01	14
Arjun_Menon	2016-02-01	370
Anthokyan	2016-01-01	4
Automobili_Lamborghini	2016-02-01	1110
Alain_Prost	2017-04-01	25196
Fartein_Valen	2016-04-01	90
Antonio_Galli_da_Bibiena	2016-05-01	5
Al_Jawf,_Libya	2017-03-01	600
AD_695	2018-02-01	1
Amir_chand	2015-11-01	1
Alcis_obliquisigna	2017-08-01	1
Chandra_Talpade_Mohanty	2017-01-01	306
Algerian_safe_house,_Jalalabad	2015-06-01	3
Jake_Milner	2017-01-01	1
Alternate_Communications_Center	2017-10-01	1
In_the_Bleachers	2017-01-01	42
Alex_Puodziukas	2016-04-01	7
Altarpiece_of_Pilgrim_II	2018-02-01	2
Cybernetical_Physics	2017-01-01	3
Christopher_Unthank	2017-06-01	2
1982_Independence_Bowl	2015-06-01	102
Ascoli_Calcio_1898	2018-03-01	1115
Briggs-Rauscher_reactions	2017-06-01	1
Adjadja	2018-02-01	45
Afghanistan_from_Ahmad_Shah_until_Dost_Mohammed	2016-06-01	3
Catholic_social_doctrine	2017-01-01	6
2833_BC	2016-11-01	1
Bethy_Woodward	2016-04-01	38
Bateman_polynomials	2017-06-01	22
1966_Buenos_Aires_Grand_Prix	2015-10-01	19
A_River_Somewhere	2015-10-01	353
2016-17_BVIFA_National_Football_League	2017-04-01	2
1909_Major_League_Baseball_season	2015-10-01	362
1988_Oklahoma_Sooners_football	2017-11-01	2
2010s_in_Chechen_fashion	2016-10-01	1
Accademia_Olimpica	2017-08-01	17
Air_cooling	2015-07-01	2010
Amir_Saoud	2016-11-01	22
Alex_Auburn	2015-05-01	52
Apamea_impulsa	2016-11-01	6
Australian_federal_election,_2007	2015-07-01	1794
Ain_Sakhri	2017-10-01	76
Belosaepiidae	2015-07-01	68
Acts_of_Parliament_in_the_United_Kingdom	2017-10-01	4070
Equity_Office	2016-11-01	202
David_Bintley	2017-01-01	51
Aksel_Schiotz	2018-03-01	3
Appropriation_Act_2000	2017-05-01	12
Edward_Johnson_III	2016-11-01	491
2006_Ohio_State_Buckeyes_football_team	2016-03-01	1452
Battle_of_Fort_Beausejour	2015-07-01	97
Abel_Foullon	2015-12-01	82
Apollo_VIII	2015-10-01	19
Carry_on_up_the_jungle	2015-07-01	8
Armour_villa	2017-05-01	4
201_Poplar	2015-08-01	265
Arta_prefecture	2016-08-01	1
2015-16_Ekstraklasa	2018-02-01	13
Alport,_Ontario	2018-02-01	2
Bongoland	2017-06-01	62
Alfred_Charles_Post	2016-11-01	11
Aam_Aadmi_Party_crisis	2016-10-01	1
Andrea_Moda	2015-07-01	143
Abdul_Halim_Sharar	2017-08-01	545
Apostolic_Vicariate_of_Yunnan	2016-12-01	1
Catherine_Steadman	2016-11-01	5218
Agastachys_odorata	2015-10-01	38
9783_Tensho-kan	2016-03-01	2
AFL_Cairns	2017-10-01	337
Abomey	2015-06-01	1062
Anne_Crofton,_1st_Baroness_Crofton	2015-12-01	42
Cash-flow_return_on_investment	2017-01-01	137
Alberto_Arvelo_Torrealba_Municipality	2015-08-01	56
Abyssinian_Shorthorned_Zebu	2017-09-01	124
Albanian_hip_hop	2016-01-01	1812
Alphonso_IV_of_Portugal	2016-02-01	12
19th_The_Alberta_Mounted_Rifles	2016-10-01	1
Chinese_shadow_theatre	2016-04-01	1
American_Committee_of_the_Fourth_International	2017-08-01	4
2014_Bahrain_GP2_Series_round	2016-03-01	80
Alexandrian_orthodox	2017-09-01	2
2010_Hurricane_Season	2015-05-01	18
1938_All-Ireland_Senior_Camogie_Championship_Final	2017-01-01	1
ATC_code_D01	2018-01-01	203
Albedo	2015-08-01	23484
Chavigny,_Meurthe-et-Moselle	2017-01-01	12
Becky_Essex	2015-07-01	51
Archaeological_Museum_Padre_Le_Paige	2018-02-01	2
Abu_Bakar_Sillah	2017-01-01	5
Back_chat	2017-01-01	2
Anchylobela_dyseimata	2015-12-01	11
Anthony_Overton	2017-03-01	261
Bear_maul	2016-04-01	3
Ambarawa,_Central_Java	2016-01-01	1
Amber_lager	2016-11-01	87
2nd_LAAD	2017-09-01	8
Ashiya,_Hyogo	2018-03-01	24
Angels_at_Risk	2018-02-01	74
Audrey_Marie_Munson	2016-03-01	17
1984_Australian_Football_Championships	2017-01-01	27
Ammonia_fountain	2016-06-01	434
Allister_Bentley	2018-03-01	11
Alsager_Hay_Hill	2016-10-01	72
1753_English_cricket_season	2015-05-01	51
2009-10_New_Jersey_Devils_season	2016-10-01	1
An_Untamed_State	2016-05-01	1109
Beatrice_Carmichael	2016-11-01	5
Abdul_Ghani_Ahmad	2017-12-01	115
Arteria_suralis	2017-02-01	3
Berzasca_River	2017-01-01	1
Angel_Attack	2015-09-01	98
1969_San_Francisco_49ers_football_team	2017-11-01	1
Anthony_Beilenson	2017-09-01	114
Crystalline_Entity	2016-04-01	180
Granice	2017-01-01	2
203rd_General_Hospital	2017-07-01	44
Acrocercops_rhombiferellum	2017-12-01	20
Ampliglossum_blanchetii	2017-05-01	1
11553_Scheria	2017-03-01	2
Ashkenozi	2017-02-01	1
2010_Calder_Cup_Playoffs	2018-01-01	9
Alice_Caymmi	2016-01-01	121
Alfredo_Alvar	2017-04-01	44
2006_Legends_Tour	2017-07-01	30
Albano_Albanese	2015-10-01	53
1943_Frankford_Junction_train_wreck	2016-08-01	510
Evans_Court_Apartment_Building	2016-04-01	4
Abu_al-Rayhan_Muhammad_ibn_al-Biruni	2017-11-01	1
Abubakar_Muhammad_Rimi	2015-05-01	4
Dostpur	2016-11-01	26
Accessories_Council_Excellence_Awards	2016-03-01	14
2006_North_American_heat_wave	2015-06-01	1161
Amstelodamum	2017-09-01	12
A_Very_Peculiar_Practice	2016-08-01	1860
Allegorie_der_Liebe	2015-09-01	1
Alex_Mackie	2017-02-01	95
1812_Homestead_Farm_and_Museum	2017-09-01	29
Argus_distribution	2016-03-01	8
Anthony_Thomas_Stover	2017-02-01	1
Arthur_Shallcross	2016-11-01	20
Antoine_Francois_Fourcroy	2018-01-01	1
Abbas_Halim	2016-11-01	21
Akiva_Baer_ben_Joseph	2017-08-01	1
Balatonfuered	2016-11-01	3
Antemnae	2017-11-01	204
Cling_Cling	2017-06-01	93
B_flat_major	2017-01-01	28
AirExplore	2017-12-01	930
Auckland_Super_Sprint	2015-11-01	120
Alfredo_De_Gasperis	2017-12-01	793
Geoffrey_I_of_Vianden	2017-01-01	5
Copa_de_Zaachila	2016-04-01	6
Alboacen	2017-09-01	1
BNH_Hospital_Bangkok	2017-06-01	2
Agricultural_health_and_safety	2016-09-01	1
Chiasms	2017-06-01	2
Al_Karaana	2016-05-01	58
Alberta_Highway_872	2016-11-01	1
Among_the_mourners	2016-03-01	1
Achema_Power_Plant	2015-06-01	55
ATSE_Graz	2017-10-01	65
Arthroscopy	2017-02-01	11721
2010-2012_European_Nations_Cup_Second_Division	2018-01-01	7
1967_Cincinnati_Reds	2015-08-01	4
24th_Golden_Disc_Awards	2017-05-01	71
Johnny_Floyd	2017-01-01	17
Arthur_Rupin	2016-02-01	5
Alpine_skiing_at_the_2011_Canada_Winter_Games	2015-09-01	38
College_Press_Service	2017-01-01	8
American_Psycho	2015-08-01	55567
CBC_Winnipeg	2017-06-01	17
Burning_the_process	2016-04-01	1
2011_Stanley_Cup_playoffs	2017-01-01	1036
Andrew_Mumford	2017-01-01	6
1925_in_fine_arts_of_the_Soviet_Union	2018-02-01	28
Aragvi_river	2017-02-01	2
Andrew_Adamson	2018-03-01	16269
Arcides_fulvohirta	2016-10-01	1
Araya_Selassie_Yohannes	2015-11-01	423
Apartment_house	2016-09-01	85
Advanced_Art	2015-12-01	171
1028_Lydina	2015-06-01	53
2005_July_6_United_Nations_assault_on_Cite_Soleil,_Haiti	2017-04-01	2
Adolph_Weiss	2015-06-01	98
Adam_Jerzy_Czartoryski	2015-09-01	1237
1980_United_States_presidential_election	2017-05-01	56
1956_Oscars	2016-08-01	10
Burundian_Senate_election,_2005	2016-04-01	1
Amarolea_floridana	2015-07-01	3
August_Bier	2015-12-01	514
Arbelodes_sebelensis	2018-03-01	6
Abiah_Brown	2018-02-01	1
A_Maceo_Smith_High_School	2016-10-01	2
1488_in_architecture	2017-12-01	6
2009_AMP_Energy_500	2016-04-01	45
1921_Baylor_Bears_football_team	2017-03-01	21
Dmitry_Akhba	2015-07-01	43
2004_Big_12_Conference_Baseball_Tournament	2016-07-01	37
Abdisalam_Omer	2018-02-01	116
Alma,_son_of_Alma	2015-08-01	53
An_Phoblacht	2016-10-01	962
2009_Turner_Prize	2016-01-01	75
Jack_Zajac	2017-01-01	24
1906_Wimbledon_Championships	2016-04-01	22
Chuckwalla_Valley	2017-06-01	22
Alien_Quadrology	2016-02-01	1
Chalcidoptera_contraria	2016-04-01	1
Alaska_Republican_Gubernatorial_Primary_Election,_2006	2016-02-01	1
333639_Yaima	2018-02-01	7
Aquila_hastata	2015-11-01	28
Al-Fua	2017-07-01	1
Anihilation	2015-07-01	28
International_Toy_Fair	2017-01-01	1
38th_Regiment_Indiana_Infantry	2017-01-01	10
Andrea_Stella	2017-07-01	75
Anselmo_de_Moraes	2015-09-01	562
Applemore	2016-05-01	3
Akpinar,_Kirsehir	2015-06-01	3
Ant_nest	2016-05-01	53
Catherine_of_Siena	2016-11-01	8806
Barbos	2015-06-01	12
Amlaib_mac_Iduilb	2017-08-01	2
Alice_Janowski	2018-03-01	17
Acacia_leptocarpa	2017-03-01	48
Al-Hadi_Yahya	2016-01-01	39
2015_British_Figure_Skating_Championships	2017-07-01	38
Avenues_Television	2016-03-01	214
Dendropsophus_sartori	2015-07-01	11
1952_in_Germany	2015-05-01	63
Armuchee_High_School	2016-04-01	27
April_1_RFC	2017-11-01	2
Caroline_Bliss	2016-11-01	972
66th_Rice_Bowl	2016-06-01	17
Alec_Smight	2017-02-01	173
Alexei_Panin	2017-09-01	3
Codeword	2016-04-01	84
Dormice	2015-07-01	63
2105_BC	2017-11-01	6
5th_National_Congress_of_Kuomintang	2016-06-01	5
Caminho_das_Indias	2017-01-01	5
Agerbo	2017-11-01	2
Abe_Anellis	2018-01-01	86
Aceh_Medal	2015-07-01	33
Alltech_Arena	2016-10-01	144
Aly_Oury	2016-06-01	260
757th_Troop_Carrier_Squadron	2017-07-01	2
Alec_Peters	2017-12-01	2731
Agua_Buena_Airport	2017-09-01	12
Alessandro_Livi	2016-08-01	104
Andkaer	2017-04-01	3
Cateran	2017-06-01	135
57th_Venice_International_Film_Festival	2017-04-01	180
Brijal_Patel	2017-06-01	98
Cnemaspis_jerdonii	2015-07-01	6
Aluminum_sodium_salt	2016-10-01	3
Arnaldo_Antonio_Sanabria_Ayala	2017-09-01	4
Angels_of_Iron	2018-02-01	83
Bugs_Bunny_Rabbit_Rampage	2017-06-01	422
Admiralty_Class_Destroyer	2017-10-01	2
Atlas_Media	2017-05-01	2
Arcesilaus_i_of_cyrene	2017-03-01	1
2011_Tajikistan_national_football_team_results	2017-04-01	13
Artur_Shakhnazarov	2017-12-01	22
747_Express_Bus	2018-03-01	20
101-in-1_Party_Megamix	2017-10-01	188
Fastpoint_Games	2016-11-01	32
Analog_Anthology_1	2017-07-01	1
Archival_bond	2015-09-01	119
1985_Air_Force_Falcons_football	2017-09-01	4
American_Airlines_plane_diverted_to_Miami_after_landing_gear_problem	2017-06-01	3
Adaptive_Evolution_in_the_Human_Genome	2017-08-01	2
Arthur_Strangways	2015-11-01	5
1583_in_poetry	2015-09-01	68
Andrew_igoudala	2015-06-01	2
Euonychophora	2016-11-01	37
Catechizing	2016-04-01	4
1960-61_ice_hockey_Bundesliga_season	2018-03-01	3
Buk_Vlaka	2017-06-01	10
Arbor_Day	2018-03-01	16265
Guan_Sheng	2017-01-01	73
2014_Barcelona_Open_Banc_Sabadell	2016-08-01	57
1976-77_Nationalliga_A	2016-04-01	1
AFL_records	2015-11-01	16
2005_Tour_Down_Under	2016-10-01	26
92_BCE	2015-08-01	4
Bento_Box_Animation	2017-01-01	1
Alabama_Territory	2018-03-01	1195
Abdul-Wasa_Al-Saqqaf	2016-07-01	21
Archbishops_of_Semarang	2017-01-01	6
Ambivina	2017-10-01	13
Aghjaghala_Ulia	2017-08-01	2
Blechnum_novae-zelandiae	2016-11-01	26
Dictyosome	2016-04-01	19
Arts_Council_of_Great_Britain	2016-12-01	785
LBC_Radio	2017-01-01	3
Ageo,_Saitama	2016-06-01	396
Babla_Mehta	2016-12-01	674
2012-13_Russian_Cup	2018-01-01	10
Chandragupt	2017-06-01	6
407th_Air_Refueling_Squadron	2016-01-01	96
Aftermarket	2016-07-01	1253
A_Portrait_of_New_Orleans	2016-08-01	18
2000-01_Yemeni_League	2017-03-01	1
Actinidia_chinensis	2015-11-01	907
Amsterdam_Tournament_1999	2018-03-01	1
Arthur_Iberall	2017-02-01	112
Auricula_Meretricula	2016-02-01	103
Archbishop_of_Lahore	2016-09-01	8
Chippewa_Indians_of_Montana	2016-04-01	9
