old_slug,count,suggested_target,confidence,alternates
/sql-reference/formats.mdx,1,/core/reference/formats,manual,
/cloud/security/secure-s3,1,/products/cloud/guides/data-sources/accessing-s3-data-securely,manual,
https://clickhouse.com/docs/guides/sre/configuring-ssl,1,/core/concepts/features/security/tls/configuring-tls,manual,
https://clickhouse.com/docs/guides/sre/configuring-ssl/,1,/core/concepts/features/security/tls/configuring-tls,manual,
https://clickhouse.com/docs/integrations/language-clients/javascript#custom-httphttps-agent-experimental-nodejs-only,1,/integrations/language-clients/javascript/usage#custom-httphttps-agent-experimental-nodejs-only,manual,
/interfaces/,1,/core/concepts/features/interfaces/overview,manual,
https://clickhouse.com/docs/interfaces,1,/core/concepts/features/interfaces/overview,manual,
https://clickhouse.com/docs/knowledgebase/certificate_verify_failed_error,2,/resources/support-center/knowledge-base/troubleshooting/certificate-verify-failed-error,manual,
/docs/knowledgebase/certificate_verify_failed_error,2,/resources/support-center/knowledge-base/troubleshooting/certificate-verify-failed-error,manual,
https://clickhouse.com/docs/optimize/avoidoptimizefinal,2,/core/concepts/best-practices/avoid-optimize-final,manual,
/optimize/avoidoptimizefinal,2,/core/concepts/best-practices/avoid-optimize-final,manual,
/cloud/manage/api/usageCost-api-reference,2,/api-reference/billing/get-organization-usage-costs,manual,
/cloud/security/cloud-access-management/overview,2,/products/cloud/guides/security/cloud-access-management/manage-database-users,manual,
/core/concepts/features/interfaces/formats,5,/core/reference/formats,manual,
https://clickhouse.com/docs/sql-reference/formats,5,/core/reference/formats,manual,
https://clickhouse.com/docs/sql-reference/formats/,5,/core/reference/formats,manual,
/sql-reference/formats,5,/core/reference/formats,manual,
https://clickhouse.com/docs/faq/general/datalake,1,/resources/support-center/knowledge-base/general-faqs/datalake,manual,
/faq/general/datalake,1,/resources/support-center/knowledge-base/general-faqs/datalake,manual,
https://clickhouse.com/docs/faq/general/faq-index,1,/resources/support-center/knowledge-base/general-faqs/faq-index,manual,
/faq/general/faq-index,1,/resources/support-center/knowledge-base/general-faqs/faq-index,manual,
https://clickhouse.com/docs/faq/general/separate-storage,1,/resources/support-center/knowledge-base/general-faqs/separate-storage,manual,
/faq/general/separate-storage,1,/resources/support-center/knowledge-base/general-faqs/separate-storage,manual,
https://clickhouse.com/docs/faq/general/time-series,1,/resources/support-center/knowledge-base/general-faqs/time-series,manual,
/faq/general/time-series,1,/resources/support-center/knowledge-base/general-faqs/time-series,manual,
https://clickhouse.com/docs/faq/general/concurrency,1,/resources/support-center/knowledge-base/general-faqs/concurrency,manual,
/faq/general/concurrency,1,/resources/support-center/knowledge-base/general-faqs/concurrency,manual,
https://clickhouse.com/docs/faq/general/key-value,1,/resources/support-center/knowledge-base/general-faqs/key-value,manual,
/faq/general/key-value,1,/resources/support-center/knowledge-base/general-faqs/key-value,manual,
https://clickhouse.com/docs/faq/general/cost-based,1,/resources/support-center/knowledge-base/general-faqs/cost-based,manual,
/faq/general/cost-based,1,/resources/support-center/knowledge-base/general-faqs/cost-based,manual,
https://clickhouse.com/docs/faq/general/who-is-using-clickhouse,1,/resources/support-center/knowledge-base/general-faqs/who-is-using-clickhouse,manual,
/faq/general/who-is-using-clickhouse,1,/resources/support-center/knowledge-base/general-faqs/who-is-using-clickhouse,manual,
https://clickhouse.com/docs/faq/general/distributed-join,1,/resources/support-center/knowledge-base/general-faqs/distributed-join,manual,
/faq/general/distributed-join,1,/resources/support-center/knowledge-base/general-faqs/distributed-join,manual,
https://clickhouse.com/docs/faq/general/updates,1,/resources/support-center/knowledge-base/general-faqs/updates,manual,
/faq/general/updates,1,/resources/support-center/knowledge-base/general-faqs/updates,manual,
https://clickhouse.com/docs/faq/general/why-recommend-clickhouse-keeper-over-zookeeper,1,/resources/support-center/knowledge-base/general-faqs/why-recommend-clickhouse-keeper-over-zookeeper,manual,
/faq/general/why-recommend-clickhouse-keeper-over-zookeeper,1,/resources/support-center/knowledge-base/general-faqs/why-recommend-clickhouse-keeper-over-zookeeper,manual,
https://clickhouse.com/docs/faq/general/dependencies,1,/resources/support-center/knowledge-base/general-faqs/dependencies,manual,
/faq/general/dependencies,1,/resources/support-center/knowledge-base/general-faqs/dependencies,manual,
https://clickhouse.com/docs/faq/general/use-cases-index,1,/resources/support-center/knowledge-base/general-faqs/use-cases-index,manual,
/faq/general/use-cases-index,1,/resources/support-center/knowledge-base/general-faqs/use-cases-index,manual,
https://clickhouse.com/docs/faq/general/olap,1,/resources/support-center/knowledge-base/general-faqs/olap,manual,
/faq/general/olap,1,/resources/support-center/knowledge-base/general-faqs/olap,manual,
https://clickhouse.com/docs/faq/general/ne-tormozit,1,/resources/support-center/knowledge-base/general-faqs/ne-tormozit,manual,
/faq/general/ne-tormozit,1,/resources/support-center/knowledge-base/general-faqs/ne-tormozit,manual,
https://clickhouse.com/docs/faq/general/dbms-naming,1,/resources/support-center/knowledge-base/general-faqs/dbms-naming,manual,
/faq/general/dbms-naming,1,/resources/support-center/knowledge-base/general-faqs/dbms-naming,manual,
https://clickhouse.com/docs/faq/general/use-clickhouse-for-log-analytics,1,/resources/support-center/knowledge-base/general-faqs/use-clickhouse-for-log-analytics,manual,
/faq/general/use-clickhouse-for-log-analytics,1,/resources/support-center/knowledge-base/general-faqs/use-clickhouse-for-log-analytics,manual,
https://clickhouse.com/docs/faq/general/columnar-database,1,/resources/support-center/knowledge-base/general-faqs/columnar-database,manual,
/faq/general/columnar-database,1,/resources/support-center/knowledge-base/general-faqs/columnar-database,manual,
https://clickhouse.com/docs/faq/general/sql,1,/resources/support-center/knowledge-base/general-faqs/sql,manual,
/faq/general/sql,1,/resources/support-center/knowledge-base/general-faqs/sql,manual,
https://clickhouse.com/docs/faq/general/index,1,/resources/support-center/knowledge-base/general-faqs/index,manual,
/faq/general/index,1,/resources/support-center/knowledge-base/general-faqs/index,manual,
https://clickhouse.com/docs/faq/general/mapreduce,1,/resources/support-center/knowledge-base/general-faqs/mapreduce,manual,
/faq/general/mapreduce,1,/resources/support-center/knowledge-base/general-faqs/mapreduce,manual,
https://clickhouse.com/docs/faq/general/vector-search,1,/resources/support-center/knowledge-base/general-faqs/vector-search,manual,
/faq/general/vector-search,1,/resources/support-center/knowledge-base/general-faqs/vector-search,manual,
https://clickhouse.com/docs/faq/general/how-do-i-contribute-code-to-clickhouse,1,/resources/support-center/knowledge-base/general-faqs/how-do-i-contribute-code-to-clickhouse,manual,
/faq/general/how-do-i-contribute-code-to-clickhouse,1,/resources/support-center/knowledge-base/general-faqs/how-do-i-contribute-code-to-clickhouse,manual,
https://clickhouse.com/docs/faq/general/federated,1,/resources/support-center/knowledge-base/general-faqs/federated,manual,
/faq/general/federated,1,/resources/support-center/knowledge-base/general-faqs/federated,manual,
https://clickhouse.com/docs/faq/general/operations-index,1,/resources/support-center/knowledge-base/general-faqs/operations-index,manual,
/faq/general/operations-index,1,/resources/support-center/knowledge-base/general-faqs/operations-index,manual,
https://clickhouse.com/docs/get-started/quick-start,2,/core/get-started/setup/install,manual,
/integrations/data-formats/json,2,/core/guides/clickhouse/data-formats/json/intro,manual,
/knowledgebase,4,/resources/support-center/home,manual,
/language-clients/javascript,5,/integrations/language-clients/javascript/overview,manual,
/language-clients/javascript/release-notes,5,/integrations/language-clients/javascript/release-notes,manual,
/language-clients/javascript/reference,5,/integrations/language-clients/javascript/reference,manual,
/language-clients/javascript/examples,5,/integrations/language-clients/javascript/examples,manual,
/language-clients/javascript/usage,5,/integrations/language-clients/javascript/usage,manual,
/use-cases/observability/clickstack/deployment/overview,1,/products/clickstack/deployment/overview,manual,
/products/clickhouse-private,1,/products/clickhouse-private/deployment/bare-metal,manual,
/docs/products/clickhouse-private,1,/products/clickhouse-private/deployment/bare-metal,manual,
/docs/products/clickhouse-private/operational-guide,1,/products/clickhouse-private/management/operational-guide,manual,
/docs/products/clickhouse-private/howto-guides,1,/products/clickhouse-private/management/howto-guides,manual,
/docs/products/clickhouse-private/faq,1,/products/clickhouse-private/management/faq,manual,
/docs/products/clickhouse-private/breaking-changes,1,/products/clickhouse-private/overview/breaking-changes,manual,
/docs/products/clickhouse-private/api,1,/products/clickhouse-private/management/api,manual,
/docs/products/clickhouse-private/government,4,/products/clickhouse-private/deployment/government,manual,
/docs/products/clickhouse-private/bare-metal,4,/products/clickhouse-private/deployment/bare-metal,manual,
/docs/products/clickhouse-private/gcp,4,/products/clickhouse-private/deployment/gcp,manual,
/engines/table-engines/mergetree-family/textindexes,4,/core/reference/engines/table-engines/mergetree-family/textindexes,manual,
/click-stack/use-cases/observability/clickstack/deployment/hyperdx-clickhouse-cloud,4,/products/clickstack/deployment/managed,manual,
/getting-started/quick-start,7,/core/get-started/setup/install,manual,
/operations/settings/settings-formats.md/#input_format_skip_unknown_fields,12,,no-match,
/integrations/data-visualization/metabase-and-clickhouse.md,10,/integrations/connectors/data-visualization/metabase-and-clickhouse,basename-unique,
/integrations/language-clients/java/client/client.mdx,9,/core/concepts/features/interfaces/client,basename-ambiguous,/integrations/language-clients/java/client | /resources/contribute/native-protocol/client
/engines/table-engines/mergetree-family/mergetree.md/#table_engine-mergetree-s3,8,/core/reference/engines/table-engines/mergetree-family/mergetree,basename-unique,
/getting-started/install/install.mdx,8,/core/get-started/install/install,basename+parent-unique,/products/chdb/install
/knowledgebase/aws-privatelink-setup-for-clickpipes,8,,no-match,
/integrations/data-ingestion/data-formats/json/intro.md,8,/core/guides/clickhouse/data-formats/json/intro,basename+parent-unique,/core/get-started/about/intro | /core/guides/clickhouse/data-formats/intro | /products/clickstack/migration/elastic/intro | /products/cloud/getting-started/intro
/core/get-started/quick-start,7,/core/get-started/setup/install,manual,
/operations/settings/settings-formats.md/#input_format_with_names_use_header,7,,no-match,
/integrations/data-ingestion/clickpipes/mysql/faq.md,7,/integrations/clickpipes/mysql/faq,basename+parent-unique,/integrations/clickpipes/kafka/faq | /integrations/clickpipes/mongodb/faq | /integrations/clickpipes/postgres/faq | /products/bring-your-own-cloud/reference/faq | /products/clickstack/faq | /products/cloud/features/backups/faq | /products/managed-postgres/faq
/integrations/data-ingestion/kafka/index.md,7,/integrations/connectors/data-ingestion/kafka,basename+parent-unique,/integrations/clickpipes/kafka | /core/reference/engines/table-engines/integrations/kafka
/core/get-started/quickstarts/create-your-first-mergetree-table,6,,no-match,
/operations/settings/settings-formats.md/#input_format_import_nested_json,6,,no-match,
/operations/settings/settings-formats.md/#input_format_defaults_for_omitted_fields,6,,no-match,
/operations/storing-data.md/#using-local-cache,6,/core/concepts/features/configuration/server-config/storing-data,basename-unique,
/integrations/data-ingestion/etl-tools/dbt/index.md,5,/integrations/connectors/data-ingestion/etl-tools/dbt,basename-unique,
/sql-reference/functions/string-search-functions.md/#hasToken,5,/core/reference/functions/regular-functions/string-search-functions,basename-unique,
/sql-reference/functions/string-search-functions.md/#hasAllTokens,5,/core/reference/functions/regular-functions/string-search-functions,basename-unique,
/sql-reference/functions/string-search-functions.md/#hasAnyTokens,5,/core/reference/functions/regular-functions/string-search-functions,basename-unique,
/operations/settings/settings.md/#mutations_sync,5,/products/cloud/reference/settings,basename-ambiguous,/products/managed-postgres/settings | /core/reference/settings | /core/reference/settings/server-settings/settings | /core/reference/system-tables/settings
/operations/settings/settings-formats.md/#format_csv_delimiter,5,,no-match,
/use-cases/observability/clickstack/production,5,/use-cases/observability/clickstack/managing/production,redirect-direct,
/engines/table-engines/mergetree-family/mergetree.md/#mergetree-data-storage,5,/core/reference/engines/table-engines/mergetree-family/mergetree,basename-unique,
https://clickhouse.com/docs/cloud/manage/api/swagger#tag/ClickPipes/paths/~1v1~1organizations~1%7BorganizationId%7D~1services~1%7BserviceId%7D~1clickpipes/post,5,/api-reference/organization/get-list-of-available-organizations,manual,
/cloud/manage/api/swagger,5,/api-reference/organization/get-list-of-available-organizations,manual,
/core/guides/sre/user-management/index.md,4,,no-match,
/engines/table-engines/mergetree-family/invertedindexes,4,/core/reference/engines/table-engines/mergetree-family/textindexes,manual,
https://clickhouse.com/docs/en/sql-reference/statements/alter/projection,4,/core/reference/statements/alter/projection,basename-unique,
/core/get-started/quickstarts/build-etl-pipeline-using-clickhouse,4,,no-match,
/sql-reference/statements/alter/skipping-index.md/#materialize-index,4,/core/reference/statements/alter/skipping-index,basename-unique,
/operations/settings/settings-formats.md/#output_format_json_quote_64bit_integers,4,,no-match,
/operations/settings/settings-formats.md/#output_format_json_quote_denormals,4,,no-match,
/operations/settings/settings-formats.md/#output_format_json_array_of_rows,4,,no-match,
/operations/settings/settings-formats.md/#format_tsv_null_representation,4,,no-match,
https://clickhouse.com/docs,4,,no-match,
/knowledgebase/,4,/resources/support-center/home,manual,
/managed-postgres/read-replicas,4,/products/managed-postgres/read-replicas,basename-unique,
/managed-postgres/high-availability,4,/products/managed-postgres/high-availability,basename-unique,
/managed-postgres/connection,4,/products/managed-postgres/connection,basename-unique,
/use-cases/observability/clickstack/deployment/hyperdx-clickhouse-cloud,4,/products/clickstack/deployment/managed,manual,
/core/get-started/quickstarts/obtain-your-cloud-connection-details,3,,no-match,
/core/get-started/quickstarts/create-your-first-service-on-cloud,3,,no-match,
/knowledgebase/exception-too-many-parts,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_read_bools_as_numbers,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_read_bools_as_strings,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_read_numbers_as_strings,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_read_arrays_as_strings,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_read_objects_as_strings,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_named_tuples_as_objects,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_try_infer_numbers_from_strings,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_try_infer_named_tuples_from_objects,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_infer_incomplete_types_as_strings,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_defaults_for_missing_elements_in_named_tuple,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_ignore_unknown_keys_in_named_tuple,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_compact_allow_variable_number_of_columns,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_throw_on_bad_escape_sequence,3,,no-match,
/operations/settings/settings-formats.md/#input_format_json_empty_as_default,3,,no-match,
/operations/settings/settings-formats.md/#output_format_json_quote_64bit_floats,3,,no-match,
/operations/settings/settings-formats.md/#output_format_json_quote_decimals,3,,no-match,
/operations/settings/settings-formats.md/#output_format_json_escape_forward_slashes,3,,no-match,
/operations/settings/settings-formats.md/#output_format_json_named_tuples_as_objects,3,,no-match,
/operations/settings/settings-formats.md/#output_format_json_validate_utf8,3,,no-match,
/operations/storing-data.md/#configuring-external-storage,3,/core/concepts/features/configuration/server-config/storing-data,basename-unique,
/sql-reference/functions/tuple-map-functions.md/#mapValues,3,/core/reference/functions/regular-functions/tuple-map-functions,basename-unique,
/sql-reference/functions/string-search-functions.md/#match,3,/core/reference/functions/regular-functions/string-search-functions,basename-unique,
/sql-reference/functions/string-functions.md/#startsWith,3,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#endsWith,3,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-search-functions.md/#hasTokenOrNull,3,/core/reference/functions/regular-functions/string-search-functions,basename-unique,
/core/guides/sre/keeper/index.md,3,/core/guides/oss/deployment-and-scaling/keeper,basename-unique,
/sql-reference/statements/create/table.md/#default,3,/core/reference/statements/create/table,basename-unique,
/operations/settings/settings-formats.md/#input_format_with_types_use_header,3,,no-match,
/sql-reference/data-types/nested-data-structures/index.md,3,/core/reference/data-types/nested-data-structures,basename-unique,
/sql-reference/dictionaries#dictionary-sources,3,/core/concepts/features/dictionaries,basename-ambiguous,/core/reference/system-tables/dictionaries
/sql-reference/dictionaries,3,/core/concepts/features/dictionaries,basename-ambiguous,/core/reference/system-tables/dictionaries
https://clickhouse.com/docs/introduction/distinctive-features/#data-compression,3,/core/get-started/about/distinctive-features,basename-unique,
/whats-new/changelog/2019.md/#experimental-features-1,3,/resources/changelogs/oss/2019,basename-unique,
/language-clients/javascript/usage#streaming-files-nodejs-only,3,/products/cloud/guides/best-practices/usagelimits,contains-unique,
https://clickhouse.com/docs/cloud/manage/api/swagger#tag/ClickPipes,3,,no-match,
/sql-reference/functions/files.md/#file,3,/core/reference/functions/regular-functions/files,basename-unique,
/managed-postgres/quickstart,3,/products/managed-postgres/quickstart,basename+parent-unique,/integrations/clickpipes/mongodb/quickstart | /products/chdb/datastore/quickstart
/use-cases/observability/clickstack/production#configure-ttl,3,/use-cases/observability/clickstack/managing/production,redirect-direct,
/chdb/datastore/guides/pandas-performance,3,/products/chdb/guides/pandas-performance,basename-unique,
/core/get-started/quickstarts/create-your-first-materialized-view,2,,no-match,
/core/get-started/quickstarts/insert-data-using-clickhouse-client,2,,no-match,
https://clickhouse.com/docs/en/interfaces/formats,2,/core/reference/formats,manual,/core/concepts/features/interfaces/formats | /core/reference/formats | /core/reference/settings/formats | /core/reference/system-tables/formats
/operations/settings/settings.md/#materialize_skip_indexes_on_insert,2,/products/cloud/reference/settings,basename-ambiguous,/products/managed-postgres/settings | /core/reference/settings | /core/reference/settings/server-settings/settings | /core/reference/system-tables/settings
/operations/server-configuration-parameters/settings.md/#background_pool_size,2,/products/cloud/reference/settings,basename-ambiguous,/products/managed-postgres/settings | /core/reference/settings | /core/reference/settings/server-settings/settings | /core/reference/system-tables/settings
/operations/server-configuration-parameters/settings.md/#background_merges_mutations_concurrency_ratio,2,/products/cloud/reference/settings,basename-ambiguous,/products/managed-postgres/settings | /core/reference/settings | /core/reference/settings/server-settings/settings | /core/reference/system-tables/settings
/operations/settings/settings-formats.md/#format_regexp_escaping_rule,2,,no-match,
/sql-reference/aggregate-functions/reference/anyLast.md,2,/sql-reference/aggregate-functions/reference/anyLast,redirect-direct,
/engines/table-engines/mergetree-family/mergetree.md/#projections,2,/core/reference/engines/table-engines/mergetree-family/mergetree,basename-unique,
/sql-reference/aggregate-functions/reference/argMin.md,2,/sql-reference/aggregate-functions/reference/argMin,redirect-direct,
/sql-reference/aggregate-functions/reference/argMax.md,2,/sql-reference/aggregate-functions/reference/argMax,redirect-direct,
/operations/settings/settings.md/#join_use_nulls,2,/products/cloud/reference/settings,basename-ambiguous,/products/managed-postgres/settings | /core/reference/settings | /core/reference/settings/server-settings/settings | /core/reference/system-tables/settings
/sql-reference/functions/splitting-merging-functions.md/#tokens,2,/core/reference/functions/regular-functions/splitting-merging-functions,basename-unique,
/sql-reference/functions/string-functions.md/#lower,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#lowerUTF8,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#normalizeUTF8NFC,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#normalizeUTF8NFD,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#normalizeUTF8NFKC,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#normalizeUTF8NFKD,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#toValidUTF8,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#extractTextFromHTML,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#substring,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/sql-reference/functions/string-functions.md/#idnaEncode,2,/core/reference/functions/regular-functions/string-functions,basename-unique,
/engines/table-engines/mergetree-family/mergetree.md/#skip-index-types,2,/core/reference/engines/table-engines/mergetree-family/mergetree,basename-unique,
/sql-reference/functions/tuple-map-functions.md/#mapKeys,2,/core/reference/functions/regular-functions/tuple-map-functions,basename-unique,
/sql-reference/functions/json-functions.md/#JSONAllPaths,2,/core/reference/functions/regular-functions/json-functions,basename-unique,
/sql-reference/functions/tuple-map-functions.md/#mapvalues,2,/core/reference/functions/regular-functions/tuple-map-functions,basename-unique,
/sql-reference/functions/string-search-functions.md/#like,2,/core/reference/functions/regular-functions/string-search-functions,basename-unique,
/operations/server-configuration-parameters/settings.md/#background_schedule_pool_size,2,/products/cloud/reference/settings,basename-ambiguous,/products/managed-postgres/settings | /core/reference/settings | /core/reference/settings/server-settings/settings | /core/reference/system-tables/settings
/engines/table-engines/mergetree-family/mergetree.md/#table_engine-mergetree-multiple-volumes,2,/core/reference/engines/table-engines/mergetree-family/mergetree,basename-unique,
/sql-reference/statements/insert-into.md/#inserting-the-results-of-select,2,/core/reference/statements/insert-into,basename-unique,
/sql-reference/dictionaries#storing-dictionaries-in-memory,2,/core/concepts/features/dictionaries,basename-ambiguous,/core/reference/system-tables/dictionaries
/sql-reference/dictionaries#refreshing-dictionary-data-using-lifetime,2,/core/concepts/features/dictionaries,basename-ambiguous,/core/reference/system-tables/dictionaries
/operations/settings/settings-formats.md/#input_format_json_validate_types_from_metadata,2,,no-match,
/operations/settings/settings-formats.md/#format_json_object_each_row_column_for_object_name,2,,no-match,
/operations/settings/settings-formats.md/#input_format_csv_enum_as_number,2,,no-match,
/operations/settings/settings-formats.md/#output_format_csv_crlf_end_of_line,2,,no-match,
/operations/settings/settings-formats.md/#input_format_csv_skip_first_lines,2,,no-match,
/operations/settings/settings-formats.md/#input_format_tsv_enum_as_number,2,,no-match,
/operations/settings/settings-formats.md/#input_format_tsv_skip_first_lines,2,,no-match,
/operations/server-configuration-parameters/settings.md/#format_schema_path,2,/products/cloud/reference/settings,basename-ambiguous,/products/managed-postgres/settings | /core/reference/settings | /core/reference/settings/server-settings/settings | /core/reference/system-tables/settings
/operations/settings/settings-formats.md/#output_format_pretty_display_footer_column_names,2,,no-match,
/core/guides/developer/on-the-fly-mutations,2,/core/guides/developer/on-fly-mutations,redirect-direct,
/integrations/gcs,2,/integrations/data-ingestion/gcs,redirect-direct,
/engines/table-engines/mergetree-family/mergetree.md/#primary-keys-and-indexes-in-queries,2,/core/reference/engines/table-engines/mergetree-family/mergetree,basename-unique,
/knowledgebase/key-value,2,/resources/support-center/knowledge-base/general-faqs/key-value,basename-unique,
/interfaces/third-party/client-libraries.md,2,,no-match,
https://clickhouse.com/docs/knowledgebase/production#how-to-choose-between-clickhouse-releases,2,/resources/support-center/knowledge-base/setup-installation/production,basename-unique,
/integrations/language-clients/java/jdbc-v1#configuring-http-library,2,,no-match,
/language-clients/javascript/usage#keep-alive-configuration-nodejs-only,2,/products/cloud/guides/best-practices/usagelimits,contains-unique,
/language-clients/javascript/usage#custom-httphttps-agent-experimental-nodejs-only,2,/products/cloud/guides/best-practices/usagelimits,contains-unique,
/language-clients/javascript/usage#supported-data-formats,2,/products/cloud/guides/best-practices/usagelimits,contains-unique,
/integrations/mysql,2,/integrations/data-sources/mysql,redirect-direct,
//cloud/get-started/query-endpoints.md,2,/products/cloud/features/sql-console-features/query-endpoints,basename-ambiguous,/products/cloud/guides/sql-console/query-endpoints
/sql-reference/statements/insert-into.md/#inserting-data-from-a-file,2,/core/reference/statements/insert-into,basename-unique,
/engines/table-engines/integrations/s3.md/#settings,2,/core/reference/engines/table-engines/integrations/s3,basename+parent-unique,/core/reference/functions/table-functions/s3
/integrations/data-ingestion/dbms/jdbc-with-clickhouse.md,2,/integrations/connectors/data-ingestion/jdbc-with-clickhouse,basename-unique,
https://clickhouse.com/docs/en/sql-reference/table-functions/view/,2,/core/reference/functions/table-functions/view,basename+parent-unique,/core/reference/engines/table-engines/special/view | /core/reference/statements/alter/view | /core/reference/statements/create/view
https://clickhouse.com/docs/en/operations/system-tables/tables/,2,/core/reference/system-tables/tables,basename-unique,
/knowledgebase/how-to-connect-to-ch-cloud-using-ssh-keys,2,,no-match,
/whats-new/cloud,2,/cloud/reference/changelog/changelog,redirect-direct,
https://clickhouse.com/docs/cloud/security/cloud-access-management/overview,2,/products/cloud/guides/security/cloud-access-management/manage-database-users,manual,/core/concepts/features/configuration/settings/overview | /core/concepts/features/operations/delete/overview | /core/concepts/features/operations/update/overview | /core/get-started/migration-guides/bigquery/overview | /core/get-started/migration-guides/elastic/overview
https://clickhouse.com/docs/cloud/manage/api/usageCost-api-reference,2,/api-reference/billing/get-organization-usage-costs,manual,
/integrations/data-visualization/grafana/index.md,2,/integrations/connectors/data-visualization/grafana,basename+parent-unique,/core/guides/use-cases/observability/build-your-own/grafana
/interfaces/cli.md/#cli-queries-with-parameters,2,/core/concepts/features/interfaces/cli,basename-ambiguous,/products/cloud/features/cli
/knowledgebase/useful-queries-for-troubleshooting,2,,no-match,
/knowledgebase/certificate_verify_failed_error,2,/resources/support-center/knowledge-base/troubleshooting/certificate-verify-failed-error,manual,
/faq/general/why-clickhouse-is-so-fast,2,/core/get-started/about/why-clickhouse-is-so-fast,basename-unique,
https://clickhouse.com/docs/integrations/data-formats/json,2,/core/guides/clickhouse/data-formats/json/intro,manual,/core/guides/clickhouse/data-formats/json/exporting | /core/guides/clickhouse/data-formats/json/formats | /core/guides/clickhouse/data-formats/json/inference | /core/guides/clickhouse/data-formats/json/intro | /core/guides/clickhouse/data-formats/json/loading
